Priority,Src,Dest,Protocol,TTL,TOS,ID,IpLen,DgmLen,DF,Seq,Ack,TcpLen,Class
2,192.168.72.10:1058,65.60.0.113:80,TCP,51,0x0,63288,20,207,***A****,0x50D21421,0x468526B,20,Potentially Bad Traffic
3,65.60.0.113:80,192.168.72.10:1058,TCP,128,0x0,1257,20,16713,***A****,0x468526B,0x50D214C8,20,Misc activity
2,65.60.0.113:80,192.168.72.10:1058,TCP,128,0x0,1257,20,16713,***A****,0x468526B,0x50D214C8,20,Potentially Bad Traffic
2,65.60.0.113:80,192.168.72.10:1058,TCP,128,0x0,1257,20,16713,***A****,0x468526B,0x50D214C8,20,Potentially Bad Traffic
1,65.60.0.113:80,192.168.72.10:1058,TCP,128,0x0,1257,20,16713,***A****,0x468526B,0x50D214C8,20,Potential Corporate Privacy Violation
1,65.60.0.113:80,192.168.72.10:1058,TCP,128,0x0,1257,20,16713,***A****,0x468526B,0x50D214C8,20,A Network Trojan was Detected
1,192.168.72.10:1059,217.160.168.95:80,TCP,53,0x0,46132,20,225,***A****,0x696EEA1E,0xA4140B2D,20,A Network Trojan was Detected
1,192.168.72.10:1059,217.160.168.95:80,TCP,53,0x0,46132,20,225,***A****,0x696EEA1E,0xA4140B2D,20,A Network Trojan was Detected
1,192.168.72.10:1059,217.160.168.95:80,TCP,53,0x0,46132,20,225,***A****,0x696EEA1E,0xA4140B2D,20,Potential Corporate Privacy Violation
2,192.168.72.10:1059,217.160.168.95:80,TCP,53,0x0,46132,20,225,***A****,0x696EEA1E,0xA4140B2D,20,Potentially Bad Traffic
1,217.160.168.95:80,192.168.72.10:1059,TCP,128,0x0,1361,20,17560,***A****,0xA4140B2D,0x696EEAD7,20,Potential Corporate Privacy Violation
1,192.168.72.10:1060,46.105.125.7:81,TCP,56,0x0,43957,20,508,***A****,0x4E2CD952,0x4A79864D,20,A Network Trojan was Detected
1,192.168.72.10:1060,46.105.125.7:81,TCP,56,0x0,43957,20,508,***A****,0x4E2CD952,0x4A79864D,20,A Network Trojan was Detected
1,192.168.72.10:1060,46.105.125.7:81,TCP,56,0x0,43957,20,508,***A****,0x4E2CD952,0x4A79864D,20,Potential Corporate Privacy Violation
1,192.168.72.10:1060,46.105.125.7:81,TCP,56,0x0,43957,20,508,***A****,0x4E2CD952,0x4A79864D,20,A Network Trojan was Detected
1,46.105.125.7:81,192.168.72.10:1060,TCP,56,0x0,43958,20,56,***AP***,0x4A7986E5,0x4E2CDB27,20,A Network Trojan was Detected
1,192.168.72.10:1062,208.91.197.101:80,TCP,244,0x0,37116,20,217,***AP***,0x672D55FF,0x52032C5F,20,A Network Trojan was Detected
1,192.168.72.10:1062,208.91.197.101:80,TCP,244,0x0,37116,20,217,***AP***,0x672D55FF,0x52032C5F,20,A Network Trojan was Detected
1,192.168.72.10:1062,208.91.197.101:80,TCP,244,0x0,37116,20,217,***AP***,0x672D55FF,0x52032C5F,20,Potential Corporate Privacy Violation
1,192.168.72.10:1061,80.244.176.15:80,TCP,112,0x0,5600,20,236,***A****,0x6F9D0BBE,0x8117B60A,20,A Network Trojan was Detected
1,192.168.72.10:1061,80.244.176.15:80,TCP,112,0x0,5600,20,236,***A****,0x6F9D0BBE,0x8117B60A,20,A Network Trojan was Detected
1,192.168.72.10:1061,80.244.176.15:80,TCP,112,0x0,5600,20,236,***A****,0x6F9D0BBE,0x8117B60A,20,Potential Corporate Privacy Violation
1,192.168.72.10:1063,208.91.196.252:80,TCP,54,0x0,50221,20,237,***A****,0xC6FB48B0,0xD1465E50,20,A Network Trojan was Detected
1,192.168.72.10:1063,208.91.196.252:80,TCP,54,0x0,50221,20,237,***A****,0xC6FB48B0,0xD1465E50,20,A Network Trojan was Detected
1,192.168.72.10:1063,208.91.196.252:80,TCP,54,0x0,50221,20,237,***A****,0xC6FB48B0,0xD1465E50,20,Potential Corporate Privacy Violation
1,80.244.176.15:80,192.168.72.10:1061,TCP,128,0x0,1558,20,16600,***A****,0x8117B60A,0x6F9D0C82,20,Potential Corporate Privacy Violation
1,192.168.72.10:1066,217.160.168.95:80,TCP,53,0x0,37153,20,225,***A****,0x3D5B0DC2,0xA449492E,20,A Network Trojan was Detected
1,192.168.72.10:1066,217.160.168.95:80,TCP,53,0x0,37153,20,225,***A****,0x3D5B0DC2,0xA449492E,20,A Network Trojan was Detected
1,192.168.72.10:1066,217.160.168.95:80,TCP,53,0x0,37153,20,225,***A****,0x3D5B0DC2,0xA449492E,20,Potential Corporate Privacy Violation
2,192.168.72.10:1066,217.160.168.95:80,TCP,53,0x0,37153,20,225,***A****,0x3D5B0DC2,0xA449492E,20,Potentially Bad Traffic
1,217.160.168.95:80,192.168.72.10:1066,TCP,128,0x0,1771,20,17560,***A****,0xA449492E,0x3D5B0E7B,20,Potential Corporate Privacy Violation
1,192.168.72.10:1067,208.91.197.101:80,TCP,244,0x0,15534,20,217,***AP***,0xD3E5F24F,0x8FA4832F,20,A Network Trojan was Detected
1,192.168.72.10:1067,208.91.197.101:80,TCP,244,0x0,15534,20,217,***AP***,0xD3E5F24F,0x8FA4832F,20,A Network Trojan was Detected
1,192.168.72.10:1067,208.91.197.101:80,TCP,244,0x0,15534,20,217,***AP***,0xD3E5F24F,0x8FA4832F,20,Potential Corporate Privacy Violation
1,192.168.72.10:1068,208.91.196.252:80,TCP,54,0x0,56666,20,237,***A****,0x88CB37A4,0xB63CDD83,20,A Network Trojan was Detected
1,192.168.72.10:1068,208.91.196.252:80,TCP,54,0x0,56666,20,237,***A****,0x88CB37A4,0xB63CDD83,20,A Network Trojan was Detected
1,192.168.72.10:1068,208.91.196.252:80,TCP,54,0x0,56666,20,237,***A****,0x88CB37A4,0xB63CDD83,20,Potential Corporate Privacy Violation
3,199.168.112.60:80,192.168.89.10:1101,TCP,56,0x0,31791,20,308,***AP***,0x9AC8216C,0xDBFF7A23,20,Misc activity
1,192.168.89.10:1111,23.62.228.10:80,TCP,57,0x0,37438,20,347,***A****,0xD10A9326,0x1E288B68,20,Potential Corporate Privacy Violation
3,192.168.89.10:1135,63.238.2.216:80,TCP,59,0x0,51152,20,553,***A****,0x30D54DC5,0x87397F97,20,Detection of a Network Scan
3,38.102.130.31:80,192.168.89.10:1141,TCP,55,0x0,18884,20,574,***A***F,0x74B04E5,0xB086B65B,20,Misc activity
3,192.168.89.10:1145,63.238.2.248:80,TCP,59,0x0,25393,20,728,***A****,0xFFA276BA,0xD9AF7CF8,20,Detection of a Network Scan
3,63.238.2.248:80,192.168.89.10:1145,TCP,59,0x0,25394,20,438,***AP***,0xD9AF7CF8,0xFFA2796A,20,Misc activity
3,68.67.128.13:80,192.168.89.10:1089,TCP,52,0x0,26244,20,870,***AP***,0x553B0314,0xD4782F49,20,Misc activity
3,23.62.228.19:80,192.168.89.10:1150,TCP,57,0x0,42020,20,259,***AP***,0x54948C93,0x46FE7AB7,20,Misc activity
3,68.67.128.27:80,192.168.89.10:1153,TCP,52,0x0,10312,20,765,***AP***,0xC37A38D7,0x1CCA5BBD,20,Misc activity
3,68.67.128.85:80,192.168.89.10:1165,TCP,52,0x0,7083,20,651,***AP***,0xC5226923,0xABC1C6F,20,Misc activity
3,38.109.217.108:80,192.168.89.10:1162,TCP,128,0x0,2659,20,16468,***A****,0x74239FBF,0xBEB3C3EB,20,Misc activity
3,131.253.14.132:80,192.168.89.10:1167,TCP,117,0x0,4726,20,330,***AP***,0x30E1331D,0x145A7249,20,Misc activity
3,68.67.128.13:80,192.168.89.10:1089,TCP,52,0x0,26250,20,1009,***AP***,0x553B0CF5,0xD4783691,20,Misc activity
3,63.238.2.232:80,192.168.89.10:1183,TCP,59,0x0,41120,20,523,***AP***,0xF8AB3192,0xDC90A7F7,20,Misc activity
3,173.241.250.99:80,192.168.89.10:1186,TCP,55,0x0,59698,20,408,***AP***,0x8BE91DEE,0xD76BE21D,20,Misc activity
3,173.241.250.7:80,192.168.89.10:1193,TCP,128,0x0,3061,20,389,***AP***,0x7D9CF356,0x6D05E54D,20,Misc activity
3,173.241.250.7:80,192.168.89.10:1194,TCP,128,0x0,3102,20,389,***A****,0x61B4D285,0xF1A1650C,20,Misc activity
3,173.241.250.7:80,192.168.89.10:1197,TCP,128,0x0,3103,20,389,***A****,0x8DA1E4CA,0x66B967C6,20,Misc activity
3,173.241.250.7:80,192.168.89.10:1198,TCP,128,0x0,3104,20,389,***A****,0x11A594D7,0x51B0DF64,20,Misc activity
3,173.241.250.99:80,192.168.89.10:1201,TCP,55,0x0,20424,20,408,***A***F,0x3080C79C,0x508A8D29,20,Misc activity
3,66.70.125.98:80,192.168.89.10:1205,TCP,56,0x0,33265,20,825,***AP***,0xF98357CD,0xA92CDCB,20,Misc activity
3,173.241.250.7:80,192.168.89.10:1193,TCP,128,0x0,3181,20,389,***A****,0x7D9CF4B3,0x6D05E7DF,20,Misc activity
3,173.241.250.7:80,192.168.89.10:1199,TCP,128,0x0,3182,20,389,***A****,0x65A403E2,0x423DC2AE,20,Misc activity
3,216.185.149.116:80,192.168.89.10:1174,TCP,113,0x0,5720,20,332,***AP***,0xE1C571C6,0x5865C4C5,20,Misc activity
2,192.168.89.10:1219,72.172.91.235:80,TCP,56,0x0,12011,20,827,***A****,0x974F9C40,0x1C799976,20,Attempted Information Leak
2,192.168.89.10:1219,72.172.91.235:80,TCP,56,0x0,12013,20,739,***A****,0x974F9F53,0x1C799B13,20,Attempted Information Leak
3,173.241.250.99:80,192.168.89.10:1222,TCP,55,0x0,21765,20,408,***AP***,0xCA01580A,0x4B930589,20,Misc activity
3,173.241.250.7:80,192.168.89.10:1197,TCP,128,0x0,3424,20,389,***A****,0x8DA1E627,0x66B96B47,20,Misc activity
3,173.241.250.7:80,192.168.89.10:1198,TCP,128,0x0,3425,20,389,***A****,0x11A59634,0x51B0E2F7,20,Misc activity
3,72.5.64.63:80,192.168.89.10:1228,TCP,54,0x0,54573,20,461,***AP***,0xE7056BD1,0x729081DB,20,Misc activity
3,64.94.107.40:80,192.168.89.10:1226,TCP,53,0x0,46505,20,611,***AP**F,0xB35F43F2,0xFC450C84,20,Misc activity
3,173.241.250.7:80,192.168.89.10:1193,TCP,128,0x0,3629,20,389,***A****,0x7D9CF610,0x6D05EB5A,20,Misc activity
3,208.71.122.1:80,192.168.89.10:1239,TCP,54,0x0,42467,20,647,***AP***,0x65FAF341,0xD8A9CE5A,20,Misc activity
3,69.172.216.55:80,192.168.89.10:1249,TCP,54,0x0,20839,20,264,***AP***,0x50285EE5,0xA9292445,20,Misc activity
3,173.241.250.7:80,192.168.89.10:1199,TCP,128,0x0,3811,20,389,***A****,0x65A4053F,0x423DC731,20,Misc activity
3,173.241.250.99:80,192.168.89.10:1256,TCP,55,0x0,18544,20,408,***A***F,0x51B14658,0x8C9E04BD,20,Misc activity
3,68.67.128.13:80,192.168.89.10:1089,TCP,52,0x0,26258,20,1049,***AP***,0x553B1C56,0xD47840EB,20,Misc activity
2,192.168.89.10:1241,108.162.196.37:80,TCP,59,0x0,31407,20,359,***A****,0xADB45E1,0x1E80F21C,20,Attempted Information Leak
3,208.71.122.1:80,192.168.89.10:1259,TCP,54,0x0,55766,20,647,***AP***,0x9D741DF8,0xBBC2C2,20,Misc activity
3,208.71.122.192:80,192.168.89.10:1251,TCP,57,0x0,47884,20,576,***AP***,0xC7EFD48F,0x66F630CD,20,Misc activity
3,69.172.216.55:80,192.168.89.10:1268,TCP,54,0x0,58746,20,264,***AP***,0xECDAF42F,0x4ECC9AA5,20,Misc activity
1,192.168.89.10:1194,173.241.250.7:80,TCP,128,0x0,4154,20,1324,***AP***,0xF1A168F7,0x61B4D5A7,20,Web Application Attack
3,50.18.181.92:80,192.168.89.10:1278,TCP,54,0x0,61453,20,318,***AP***,0xA8F79271,0x51331EBB,20,Misc activity
3,69.89.76.20:80,192.168.89.10:1282,TCP,56,0x0,44217,20,377,***AP***,0x59937BB,0xF5C4AFE6,20,Misc activity
1,192.168.89.10:1162,38.109.217.108:80,TCP,53,0x0,49556,20,408,***A****,0xBEB3C5E2,0x7424032A,20,A Network Trojan was Detected
1,192.168.89.10:1197,173.241.250.7:80,TCP,128,0x0,4436,20,1418,***AP***,0x66B96B47,0x8DA1E784,20,Web Application Attack
3,184.51.106.227:80,192.168.89.10:1288,TCP,59,0x0,30162,20,442,***AP***,0xF12D2E1E,0xEFADAAA4,20,Misc activity
1,192.168.89.10:1198,173.241.250.7:80,TCP,128,0x0,4641,20,1431,***AP***,0x51B0E2F7,0x11A59791,20,Web Application Attack
3,173.241.250.7:80,192.168.89.10:1194,TCP,128,0x0,4655,20,389,***A****,0x61B4D5A7,0xF1A16DFB,20,Misc activity
1,192.168.89.10:1293,173.241.250.99:80,TCP,55,0x0,54653,20,1673,***A****,0xF393495B,0x682BFF36,20,Web Application Attack
3,184.51.106.227:80,192.168.89.10:1288,TCP,59,0x0,30163,20,442,***AP***,0xF12D2E1E,0xEFADAAA4,20,Misc activity
3,54.218.63.1:80,192.168.89.10:1290,TCP,56,0x0,4278,20,588,***AP***,0x83218B28,0x77ADA337,20,Misc activity
3,54.218.63.1:80,192.168.89.10:1291,TCP,56,0x0,10448,20,588,***AP***,0x5679B2BB,0x33C0CE51,20,Misc activity
1,192.168.89.10:1297,173.241.250.99:80,TCP,55,0x0,110,20,1673,***A****,0xB07C4461,0xB86073C5,20,Web Application Attack
3,173.241.250.7:80,192.168.89.10:1197,TCP,128,0x0,4722,20,389,***A****,0x8DA1E784,0x66B970A9,20,Misc activity
3,208.71.122.192:80,192.168.89.10:1233,TCP,57,0x0,57575,20,676,***AP***,0xF6FD64CF,0x62172B95,20,Misc activity
3,54.218.63.1:80,192.168.89.10:1291,TCP,56,0x0,10449,20,588,***AP***,0x5679B2BB,0x33C0CE51,20,Misc activity
3,173.241.250.7:80,192.168.89.10:1198,TCP,128,0x0,4772,20,389,***A****,0x11A59791,0x51B0E866,20,Misc activity
2,192.168.89.10:1298,54.235.82.184:80,TCP,48,0x0,50196,20,1286,***A****,0x59712218,0x8A60A862,20,Attempted Information Leak
3,208.71.122.192:80,192.168.89.10:1233,TCP,57,0x0,57576,20,676,***AP***,0xF6FD674B,0x62172DD4,20,Misc activity
3,208.71.121.192:80,192.168.89.10:1292,TCP,56,0x0,28006,20,574,***AP***,0xF1A1FD7A,0x721CC6F,20,Misc activity
3,208.71.121.192:80,192.168.89.10:1294,TCP,56,0x0,5477,20,574,***AP***,0xF640E9F,0x625213FF,20,Misc activity
3,208.71.122.192:80,192.168.89.10:1251,TCP,57,0x0,47889,20,574,***AP***,0xC7EFDB96,0x66F63532,20,Misc activity
1,192.168.89.10:1305,173.241.250.153:80,TCP,128,0x0,4875,20,1465,***AP***,0xE5C3E4D4,0x78CE1EDB,20,Web Application Attack
1,192.168.89.10:1306,173.241.250.153:80,TCP,128,0x0,4886,20,1500,***A****,0x47B9870E,0x6D3B9D34,20,Web Application Attack
1,192.168.89.10:1307,173.241.250.99:80,TCP,55,0x0,63828,20,1944,***A****,0xEB4E98A,0x44559E01,20,Web Application Attack
3,173.241.250.99:80,192.168.89.10:1307,TCP,55,0x0,63829,20,408,***AP***,0x44559E01,0xEB4F0FA,20,Misc activity
3,74.119.118.94:80,192.168.89.10:1310,TCP,243,0x0,35067,20,728,***AP***,0xBB160B1D,0xF56C88BD,20,Misc activity
3,96.7.131.167:80,192.168.89.10:1314,TCP,59,0x0,43895,20,747,***AP***,0x28F8035B,0x2112AAA6,20,Misc activity
3,63.135.172.251:80,192.168.89.10:1311,TCP,243,0x0,46916,20,326,***AP***,0xA34ADDD8,0x9B663BE8,20,Misc activity
3,208.71.122.192:80,192.168.89.10:1253,TCP,57,0x0,33663,20,574,***AP***,0x9FAF3C4D,0xC4379302,20,Misc activity
3,216.39.54.212:80,192.168.89.10:1318,TCP,55,0x0,47644,20,211,***AP***,0xCC378AFF,0x96F45817,20,Misc activity
3,66.151.146.200:80,192.168.89.10:1325,TCP,55,0x0,11526,20,211,***AP***,0x67A64F54,0xBCF76572,20,Misc activity
1,192.168.89.10:1193,173.241.250.7:80,TCP,128,0x0,5069,20,1500,***A****,0x6D05EB5A,0x7D9CF76D,20,Web Application Attack
3,54.204.19.224:80,192.168.89.10:1320,TCP,49,0x0,52943,20,567,***AP***,0xCD7EBE3A,0x6820EB27,20,Misc activity
1,192.168.89.10:1199,173.241.250.7:80,TCP,128,0x0,5113,20,1500,***A****,0x423DC731,0x65A4069C,20,Web Application Attack
1,192.168.89.10:1194,173.241.250.7:80,TCP,128,0x0,5116,20,1500,***A****,0xF1A16DFB,0x61B4D704,20,Web Application Attack
3,173.241.250.7:80,192.168.89.10:1193,TCP,128,0x0,5122,20,389,***A****,0x7D9CF76D,0x6D05F2A1,20,Misc activity
1,192.168.89.10:1197,173.241.250.7:80,TCP,128,0x0,5126,20,1500,***A****,0x66B970A9,0x8DA1E8E1,20,Web Application Attack
1,192.168.89.10:1198,173.241.250.7:80,TCP,128,0x0,5129,20,1500,***A****,0x51B0E866,0x11A598EE,20,Web Application Attack
3,173.241.250.7:80,192.168.89.10:1194,TCP,128,0x0,5135,20,389,***A****,0x61B4D704,0xF1A17556,20,Misc activity
3,173.241.250.7:80,192.168.89.10:1199,TCP,128,0x0,5136,20,389,***A****,0x65A4069C,0x423DCE61,20,Misc activity
3,173.241.250.7:80,192.168.89.10:1198,TCP,128,0x0,5139,20,389,***A****,0x11A598EE,0x51B0EFAB,20,Misc activity
3,173.241.250.7:80,192.168.89.10:1197,TCP,128,0x0,5140,20,389,***A****,0x8DA1E8E1,0x66B977FC,20,Misc activity
1,192.168.89.10:1162,38.109.217.108:80,TCP,53,0x0,49561,20,255,***A****,0xBEB3C752,0x742418F3,20,A Network Trojan was Detected
3,38.109.217.108:80,192.168.89.10:1162,TCP,128,0x0,5229,20,16452,***A****,0x742418F3,0xBEB3C829,20,Misc activity
1,38.109.217.108:80,192.168.89.10:1162,TCP,128,0x0,5229,20,16452,***A****,0x742418F3,0xBEB3C829,20,A Network Trojan was Detected
1,38.109.217.108:80,192.168.89.10:1162,TCP,128,0x0,5229,20,16452,***A****,0x742418F3,0xBEB3C829,20,Potential Corporate Privacy Violation
1,192.168.89.10:1334,108.168.255.244:80,TCP,55,0x0,21088,20,110,***A***F,0x82734BC3,0x7B259EFE,20,Potential Corporate Privacy Violation
3,208.71.122.192:80,192.168.89.10:1233,TCP,57,0x0,57596,20,574,***AP***,0xF6FD8A53,0x621732EF,20,Misc activity
3,209.94.144.19:80,192.168.89.10:1339,TCP,246,0x0,55059,20,381,***AP***,0xECDD53B5,0x8C7F2643,20,Misc activity
3,209.94.144.19:80,192.168.89.10:1340,TCP,246,0x0,13324,20,381,***AP***,0x9B7A036E,0x2C139FB,20,Misc activity
3,208.71.122.192:80,192.168.89.10:1253,TCP,57,0x0,33783,20,574,***AP***,0x9FAF5EEF,0xC437981D,20,Misc activity
1,192.168.89.10:1361,173.241.250.99:80,TCP,55,0x0,21987,20,2594,***A****,0xA3D160C4,0xCDC2AF1F,20,Web Application Attack
3,173.241.250.99:80,192.168.89.10:1361,TCP,55,0x0,21988,20,408,***AP***,0xCDC2AF1F,0xA3D16ABE,20,Misc activity
3,96.7.131.167:80,192.168.89.10:1314,TCP,59,0x0,43896,20,864,***AP***,0x28F8061E,0x2112ACDA,20,Misc activity
1,192.168.89.10:1363,173.241.250.99:80,TCP,55,0x0,52496,20,2057,***A****,0x546CD2B6,0x25FE2359,20,Web Application Attack
3,208.71.122.192:80,192.168.89.10:1233,TCP,57,0x0,57714,20,574,***AP***,0xF6FD8C69,0x62173598,20,Misc activity
3,208.71.122.192:80,192.168.89.10:1253,TCP,57,0x0,33819,20,574,***AP***,0x9FAF6105,0xC4379AC5,20,Misc activity
1,192.168.89.10:1364,173.241.250.153:80,TCP,128,0x0,5634,20,1500,***A****,0x9EB3CC6A,0xC57C9D3F,20,Web Application Attack
1,192.168.89.10:1365,173.241.250.99:80,TCP,55,0x0,7825,20,2184,***A****,0xE98E6A15,0xC39909E9,20,Web Application Attack
3,173.241.250.99:80,192.168.89.10:1365,TCP,55,0x0,7826,20,408,***AP***,0xC39909E9,0xE98E7275,20,Misc activity
3,54.215.110.96:80,192.168.89.10:1360,TCP,54,0x0,41547,20,184,***AP***,0x18642C33,0x806D0525,20,Misc activity
1,192.168.89.10:1193,173.241.250.7:80,TCP,128,0x0,5699,20,1500,***A****,0x6D05F2A1,0x7D9CF8CA,20,Web Application Attack
2,192.168.89.10:1244,23.21.134.169:80,TCP,47,0x0,62538,20,1210,***A****,0x24CB6F77,0xB6CF2262,20,Attempted Information Leak
2,192.168.89.10:1147,198.172.88.73:80,TCP,56,0x0,8258,20,1117,***AP***,0xC618DAC7,0x777F3405,20,Attempted Information Leak
3,198.172.88.73:80,192.168.89.10:1147,TCP,56,0x0,8258,20,349,***AP***,0x777F3405,0xC618DEFC,20,Misc activity
3,54.204.19.224:80,192.168.89.10:1320,TCP,49,0x0,52944,20,567,***AP***,0xCD7EC049,0x6820EC86,20,Misc activity
2,192.168.89.10:1366,38.109.217.108:80,TCP,53,0x0,27310,20,354,***A****,0x6DCBC33D,0x16BF1EAA,20,Potentially Bad Traffic
2,192.168.89.10:1366,38.109.217.108:80,TCP,53,0x0,27310,20,354,***A****,0x6DCBC33D,0x16BF1EAA,20,Potentially Bad Traffic
3,63.238.2.233:80,192.168.89.10:1271,TCP,59,0x0,45276,20,1221,***AP***,0x7C7284ED,0xDC1BDD3B,20,Misc activity
3,64.94.107.40:80,192.168.89.10:1373,TCP,53,0x0,53155,20,327,***AP**F,0xC5378EFF,0xD36E63A,20,Misc activity
3,173.241.250.7:80,192.168.89.10:1193,TCP,128,0x0,5766,20,389,***A****,0x7D9CF8CA,0x6D05FA24,20,Misc activity
3,23.21.134.169:80,192.168.89.10:1380,TCP,47,0x0,64106,20,271,***AP***,0xAA6ECC9E,0x45AF6E34,20,Misc activity
2,38.109.217.108:80,192.168.89.10:1366,TCP,128,0x0,5832,20,14897,***A****,0x16BF1EAA,0x6DCBC477,20,Potentially Bad Traffic
1,38.109.217.108:80,192.168.89.10:1366,TCP,128,0x0,5832,20,14897,***A****,0x16BF1EAA,0x6DCBC477,20,A Network Trojan was Detected
3,23.21.134.169:80,192.168.89.10:1380,TCP,47,0x0,64107,20,271,***AP***,0xAA6ECD85,0x45AF6FD0,20,Misc activity
2,192.168.89.10:1214,50.97.236.98:80,TCP,55,0x0,24757,20,1601,***A****,0x3B7AAA2B,0x72796DFB,20,Attempted Information Leak
3,50.97.236.98:80,192.168.89.10:1214,TCP,55,0x0,63433,20,816,***AP***,0x72797CB4,0x3B7AB7FD,20,Misc activity
1,192.168.89.10:1214,50.97.236.98:80,TCP,55,0x0,31754,20,2503,***A****,0x3B7AB7FD,0x72797FBC,20,Web Application Attack
1,192.168.89.10:1393,50.97.236.98:80,TCP,56,0x0,35360,20,2484,***A****,0xF5512D32,0x66A9A02D,20,Web Application Attack
1,192.168.89.10:1214,50.97.236.98:80,TCP,55,0x0,7288,20,2718,***A****,0x3B7AC19C,0x72798727,20,Web Application Attack
2,192.168.89.10:1391,38.109.217.108:80,TCP,53,0x0,33957,20,241,***A****,0x2A861B85,0x7D52F365,20,Potentially Bad Traffic
1,192.168.89.10:1391,38.109.217.108:80,TCP,53,0x0,33957,20,241,***A****,0x2A861B85,0x7D52F365,20,A Network Trojan was Detected
1,192.168.89.10:1391,38.109.217.108:80,TCP,53,0x0,33959,20,241,***A****,0x2A861C4E,0x7D52F554,20,A Network Trojan was Detected
3,68.67.128.13:80,192.168.89.10:1389,TCP,52,0x0,50706,20,950,***AP***,0xFF30FA3F,0x4D0179BA,20,Misc activity
3,209.94.144.19:80,192.168.89.10:1339,TCP,246,0x0,29754,20,258,***AP***,0xECDD550A,0x8C7F27A4,20,Misc activity
3,74.119.118.94:80,192.168.89.10:1398,TCP,243,0x0,17612,20,319,***AP***,0x6F43BF70,0x9AF6BD41,20,Misc activity
3,69.194.244.11:80,192.168.89.10:1399,TCP,56,0x0,25409,20,507,***AP***,0xF8587DC7,0xCF48C01D,20,Misc activity
3,68.67.128.13:80,192.168.89.10:1371,TCP,52,0x0,62149,20,651,***AP***,0xDB4EE5A9,0xB081DEEC,20,Misc activity
3,23.47.85.109:80,192.168.89.10:1400,TCP,60,0x0,47037,20,684,***AP***,0xB011FE1E,0xF6F33F0F,20,Misc activity
3,23.47.85.109:80,192.168.89.10:1400,TCP,60,0x0,47038,20,684,***AP***,0xB011FE1E,0xF6F33F0F,20,Misc activity
3,64.94.107.40:80,192.168.89.10:1401,TCP,53,0x0,33390,20,499,***AP**F,0xCB6CDE96,0x11D9B32D,20,Misc activity
3,54.218.63.1:80,192.168.89.10:1290,TCP,56,0x0,4280,20,684,***AP***,0x83218D4C,0x77ADA4A4,20,Misc activity
1,192.168.89.10:1391,38.109.217.108:80,TCP,53,0x0,33961,20,241,***A****,0x2A861D17,0x7D52F743,20,A Network Trojan was Detected
1,192.168.89.10:1391,38.109.217.108:80,TCP,53,0x0,33963,20,241,***A****,0x2A861DE0,0x7D52F932,20,A Network Trojan was Detected
3,68.67.128.13:80,192.168.89.10:1389,TCP,52,0x0,50716,20,1005,***AP***,0xFF310E11,0x4D0187BB,20,Misc activity
3,69.194.244.13:80,192.168.89.10:1408,TCP,56,0x0,47780,20,507,***AP***,0x6A158815,0x6A00BE63,20,Misc activity
3,69.194.244.13:80,192.168.89.10:1408,TCP,56,0x0,47780,20,507,***AP***,0x6A158815,0x6A00BE63,20,Misc activity
1,192.168.89.10:1391,38.109.217.108:80,TCP,53,0x0,33965,20,242,***A****,0x2A861EA9,0x7D52FB21,20,A Network Trojan was Detected
3,38.109.217.108:80,192.168.89.10:1391,TCP,128,0x0,6273,20,16468,***A****,0x7D52FB21,0x2A861F73,20,Misc activity
1,38.109.217.108:80,192.168.89.10:1391,TCP,128,0x0,6273,20,16468,***A****,0x7D52FB21,0x2A861F73,20,A Network Trojan was Detected
1,38.109.217.108:80,192.168.89.10:1391,TCP,128,0x0,6273,20,16468,***A****,0x7D52FB21,0x2A861F73,20,Potential Corporate Privacy Violation
1,38.109.217.108:80,192.168.89.10:1391,TCP,128,0x0,6273,20,16468,***A****,0x7D52FB21,0x2A861F73,20,A Network Trojan was Detected
1,38.109.217.108:80,192.168.89.10:1391,TCP,128,0x0,6273,20,16468,***A****,0x7D52FB21,0x2A861F73,20,A Network Trojan was Detected
1,192.168.89.10:1412,108.168.255.244:80,TCP,54,0x0,5241,20,110,***A***F,0xD51B0511,0x2356C2E4,20,Potential Corporate Privacy Violation
3,199.168.112.60:80,192.168.89.10:1419,TCP,56,0x0,57005,20,308,***AP***,0x5DF4973E,0x659857E,20,Misc activity
3,50.23.70.155:80,192.168.89.10:1424,TCP,57,0x0,32226,20,270,***AP***,0xF91DB76A,0x513E9F3A,20,Misc activity
3,198.172.88.73:80,192.168.89.10:1147,TCP,56,0x0,8259,20,349,***AP***,0x777F353A,0xC618E09F,20,Misc activity
3,66.151.146.200:80,192.168.89.10:1430,TCP,55,0x0,61323,20,211,***AP***,0x69BBF958,0x30B846EC,20,Misc activity
3,68.67.128.13:80,192.168.89.10:1431,TCP,52,0x0,7355,20,1010,***AP***,0xF0CAC90D,0x6C8C3FAE,20,Misc activity
3,198.172.88.73:80,192.168.89.10:1147,TCP,56,0x0,8261,20,349,***AP***,0x777F3767,0xC618E802,20,Misc activity
1,192.168.89.10:1446,54.230.84.85:80,TCP,57,0x0,33638,20,449,***A****,0x7F78B151,0xE3C3D6DF,20,Potential Corporate Privacy Violation
2,192.168.89.10:1444,50.16.201.244:80,TCP,49,0x0,3324,20,886,***A****,0x60E57B1E,0x619670E5,20,Attempted Information Leak
